#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 196
# Band-Index    1
   0.25387    -42.612331    -42.612330
   0.26364    -42.612332    -42.612331
   0.27340    -42.612331    -42.612331
   0.28317    -42.612330    -42.612330
   0.29293    -42.612331    -42.612330
   0.30270    -42.612332    -42.612331
   0.31246    -42.612332    -42.612329
   0.32223    -42.612332    -42.612328
   0.33199    -42.612332    -42.612329
   0.34175    -42.612332    -42.612332
   0.35152    -42.612332    -42.612331
   0.36128    -42.612330    -42.612331
   0.37105    -42.612329    -42.612329
   0.37105    -42.612329    -42.612329
   0.38486    -42.612332    -42.612331
   0.39867    -42.612333    -42.612332
   0.41247    -42.612331    -42.612330
   0.42628    -42.612328    -42.612328
   0.44009    -42.612329    -42.612329
   0.45390    -42.612329    -42.612328
   0.46771    -42.612330    -42.612329
   0.48152    -42.612330    -42.612329
   0.49533    -42.612330    -42.612330
   0.50914    -42.612330    -42.612330
   0.52295    -42.612331    -42.612331
   0.53675    -42.612332    -42.612332
   0.55056    -42.612331    -42.612331
   0.56437    -42.612332    -42.612333
   0.57818    -42.612333    -42.612334
   0.59199    -42.612334    -42.612335
   0.60580    -42.612334    -42.612334
   0.61961    -42.612335    -42.612335
   0.63342    -42.612337    -42.612337
   0.63342    -42.612337    -42.612337
   0.64723    -42.612335    -42.612335
   0.66104    -42.612334    -42.612334
   0.67484    -42.612335    -42.612334
   0.68865    -42.612334    -42.612333
   0.70246    -42.612333    -42.612332
   0.71627    -42.612331    -42.612331
   0.73008    -42.612332    -42.612332
   0.74389    -42.612331    -42.612331
   0.75770    -42.612330    -42.612330
   0.77151    -42.612330    -42.612330
   0.78532    -42.612329    -42.612330
   0.79912    -42.612329    -42.612330
   0.81293    -42.612328    -42.612329
   0.82674    -42.612328    -42.612329
   0.84055    -42.612328    -42.612328
   0.85436    -42.612330    -42.612331
   0.86817    -42.612332    -42.612333
   0.88198    -42.612331    -42.612332
   0.89579    -42.612329    -42.612329
   0.89579    -42.612329    -42.612329
   0.90555    -42.612331    -42.612330
   0.91532    -42.612331    -42.612332
   0.92508    -42.612332    -42.612332
   0.93485    -42.612329    -42.612332
   0.94461    -42.612328    -42.612332
   0.95437    -42.612329    -42.612332
   0.96414    -42.612331    -42.612332
   0.97390    -42.612330    -42.612331
   0.98367    -42.612330    -42.612330
   0.99343    -42.612331    -42.612331
   1.00320    -42.612331    -42.612332
   1.01296    -42.612330    -42.612331
   1.02272    -42.612332    -42.612332
   1.03249    -42.612333    -42.612331
   1.04225    -42.612331    -42.612330
   1.05202    -42.612332    -42.612331
   1.06178    -42.612330    -42.612331
   1.07155    -42.612331    -42.612332
   1.08131    -42.612332    -42.612332
   1.08131    -42.612332    -42.612332
   1.09108    -42.612332    -42.612332
   1.10084    -42.612332    -42.612329
   1.11060    -42.612331    -42.612330
   1.12037    -42.612331    -42.612330
   1.13013    -42.612331    -42.612329
   1.13990    -42.612331    -42.612328
   1.14966    -42.612332    -42.612329
   1.15943    -42.612333    -42.612329
   1.16919    -42.612332    -42.612329
   1.17896    -42.612332    -42.612330
   1.18872    -42.612332    -42.612330
   1.19848    -42.612333    -42.612332
   1.20825    -42.612334    -42.612332
   1.21801    -42.612336    -42.612333
   1.22778    -42.612335    -42.612334
   1.23754    -42.612336    -42.612334
   1.24731    -42.612336    -42.612335
   1.25707    -42.612337    -42.612335
   1.26683    -42.612337    -42.612337
 
# Band-Index    6
   1.26683    -41.374950    -41.374950
   1.25707    -41.374949    -41.374949
   1.24731    -41.374950    -41.374950
   1.23754    -41.374949    -41.374949
   1.22778    -41.374949    -41.374949
   1.21801    -41.374949    -41.374949
   1.20825    -41.374949    -41.374949
   1.19848    -41.374948    -41.374948
   1.18872    -41.374948    -41.374948
   1.17896    -41.374948    -41.374948
   1.16919    -41.374948    -41.374949
   1.15943    -41.374949    -41.374949
   1.14966    -41.374948    -41.374948
   1.13990    -41.374948    -41.374948
   1.13013    -41.374949    -41.374949
   1.12037    -41.374949    -41.374949
   1.11060    -41.374949    -41.374949
   1.10084    -41.374949    -41.374949
   1.09108    -41.374949    -41.374949
   1.08131    -41.374949    -41.374949
   1.08131    -41.374949    -41.374949
   1.07155    -41.374950    -41.374950
   1.06178    -41.374949    -41.374949
   1.05202    -41.374949    -41.374949
   1.04225    -41.374949    -41.374949
   1.03249    -41.374950    -41.374950
   1.02272    -41.374950    -41.374950
   1.01296    -41.374949    -41.374949
   1.00320    -41.374949    -41.374948
   0.99343    -41.374948    -41.374948
   0.98367    -41.374948    -41.374948
   0.97390    -41.374949    -41.374949
   0.96414    -41.374949    -41.374949
   0.95437    -41.374949    -41.374949
   0.94461    -41.374948    -41.374948
   0.93485    -41.374948    -41.374948
   0.92508    -41.374948    -41.374948
   0.91532    -41.374947    -41.374948
   0.90555    -41.374947    -41.374947
   0.89579    -41.374946    -41.374946
   0.89579    -41.374946    -41.374946
   0.88198    -41.374947    -41.374947
   0.86817    -41.374948    -41.374948
   0.85436    -41.374947    -41.374947
   0.84055    -41.374947    -41.374947
   0.82674    -41.374947    -41.374947
   0.81293    -41.374947    -41.374947
   0.79912    -41.374947    -41.374947
   0.78532    -41.374946    -41.374947
   0.77151    -41.374947    -41.374947
   0.75770    -41.374947    -41.374947
   0.74389    -41.374948    -41.374948
   0.73008    -41.374948    -41.374948
   0.71627    -41.374947    -41.374947
   0.70246    -41.374948    -41.374948
   0.68865    -41.374949    -41.374949
   0.67484    -41.374948    -41.374948
   0.66104    -41.374949    -41.374949
   0.64723    -41.374948    -41.374948
   0.63342    -41.374950    -41.374950
   0.63342    -41.374950    -41.374950
   0.61961    -41.374948    -41.374948
   0.60580    -41.374949    -41.374949
   0.59199    -41.374948    -41.374948
   0.57818    -41.374949    -41.374949
   0.56437    -41.374948    -41.374948
   0.55056    -41.374947    -41.374947
   0.53675    -41.374948    -41.374948
   0.52295    -41.374948    -41.374948
   0.50914    -41.374947    -41.374947
   0.49533    -41.374947    -41.374947
   0.48152    -41.374947    -41.374946
   0.46771    -41.374947    -41.374947
   0.45390    -41.374947    -41.374947
   0.44009    -41.374947    -41.374947
   0.42628    -41.374947    -41.374947
   0.41247    -41.374947    -41.374947
   0.39867    -41.374948    -41.374948
   0.38486    -41.374947    -41.374947
   0.37105    -41.374946    -41.374946
   0.37105    -41.374946    -41.374946
   0.36128    -41.374947    -41.374947
   0.35152    -41.374948    -41.374948
   0.34175    -41.374948    -41.374948
   0.33199    -41.374948    -41.374948
   0.32223    -41.374948    -41.374948
   0.31246    -41.374949    -41.374949
   0.30270    -41.374949    -41.374949
   0.29293    -41.374949    -41.374949
   0.28317    -41.374948    -41.374948
   0.27340    -41.374948    -41.374948
   0.26364    -41.374948    -41.374949
   0.25387    -41.374949    -41.374949
   0.24411    -41.374950    -41.374950
   0.23435    -41.374950    -41.374950
   0.22458    -41.374949    -41.374949
   0.21482    -41.374949    -41.374949
   0.20505    -41.374949    -41.374949
   0.19529    -41.374950    -41.374950
   0.18552    -41.374949    -41.374949
   0.18552    -41.374949    -41.374949
   0.17576    -41.374949    -41.374949
   0.16599    -41.374949    -41.374949
   0.15623    -41.374949    -41.374949
   0.14647    -41.374949    -41.374949
   0.13670    -41.374949    -41.374949
   0.12694    -41.374948    -41.374948
   0.11717    -41.374948    -41.374948
   0.10741    -41.374949    -41.374949
   0.09764    -41.374948    -41.374948
   0.08788    -41.374948    -41.374948
   0.07812    -41.374948    -41.374948
   0.06835    -41.374948    -41.374948
   0.05859    -41.374949    -41.374949
   0.04882    -41.374949    -41.374949
   0.03906    -41.374949    -41.374949
   0.02929    -41.374949    -41.374949
   0.01953    -41.374950    -41.374950
   0.00976    -41.374949    -41.374949
   0.00000    -41.374950    -41.374950
 
# Band-Index    7
   0.00000    -21.878599    -21.878599
   0.00976    -21.878597    -21.878597
   0.01953    -21.878595    -21.878594
   0.02929    -21.878590    -21.878590
   0.03906    -21.878589    -21.878589
   0.04882    -21.878589    -21.878589
   0.05859    -21.878584    -21.878584
   0.06835    -21.878584    -21.878584
   0.07812    -21.878579    -21.878579
   0.08788    -21.878580    -21.878580
   0.09764    -21.878580    -21.878580
   0.10741    -21.878579    -21.878579
   0.11717    -21.878576    -21.878576
   0.12694    -21.878576    -21.878576
   0.13670    -21.878576    -21.878576
   0.14647    -21.878577    -21.878577
   0.15623    -21.878572    -21.878572
   0.16599    -21.878571    -21.878571
   0.17576    -21.878574    -21.878574
   0.18552    -21.878574    -21.878574
   0.18552    -21.878574    -21.878574
   0.19529    -21.878574    -21.878574
   0.20505    -21.878575    -21.878575
   0.21482    -21.878579    -21.878580
   0.22458    -21.878577    -21.878578
   0.23435    -21.878587    -21.878587
   0.24411    -21.878591    -21.878591
   0.25387    -21.878587    -21.878587
   0.26364    -21.878595    -21.878595
   0.27340    -21.878591    -21.878591
   0.28317    -21.878592    -21.878592
   0.29293    -21.878595    -21.878594
   0.30270    -21.878592    -21.878592
   0.31246    -21.878590    -21.878590
   0.32223    -21.878591    -21.878591
   0.33199    -21.878591    -21.878591
   0.34175    -21.878594    -21.878594
   0.35152    -21.878591    -21.878591
   0.36128    -21.878588    -21.878588
   0.37105    -21.878584    -21.878584
