#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60 312
# Band-Index    1
   0.76729    -22.653779    -22.653782
   0.75112    -22.653776    -22.653773
   0.73495    -22.653775    -22.653774
   0.71878    -22.653773    -22.653772
   0.70261    -22.653773    -22.653773
   0.70261    -22.653773    -22.653773
   0.67975    -22.653775    -22.653775
   0.65688    -22.653776    -22.653777
   0.63401    -22.653784    -22.653785
   0.61115    -22.653785    -22.653785
   0.58828    -22.653785    -22.653789
   0.56542    -22.653783    -22.653782
   0.54255    -22.653784    -22.653783
   0.51969    -22.653779    -22.653779
   0.49682    -22.653773    -22.653773
   0.49682    -22.653773    -22.653773
   0.47396    -22.653779    -22.653779
   0.45109    -22.653783    -22.653784
   0.42822    -22.653782    -22.653783
   0.40536    -22.653789    -22.653785
   0.38249    -22.653785    -22.653785
   0.35963    -22.653785    -22.653784
   0.33676    -22.653777    -22.653776
   0.31390    -22.653775    -22.653775
   0.29103    -22.653773    -22.653773
   0.29103    -22.653773    -22.653773
   0.27486    -22.653772    -22.653773
   0.25869    -22.653774    -22.653775
   0.24253    -22.653773    -22.653776
   0.22636    -22.653782    -22.653779
   0.21019    -22.653786    -22.653779
   0.19402    -22.653786    -22.653779
   0.17785    -22.653784    -22.653777
   0.16168    -22.653785    -22.653780
   0.14552    -22.653784    -22.653778
   0.14552    -22.653784    -22.653778
   0.12935    -22.653785    -22.653779
   0.11318    -22.653783    -22.653779
   0.09701    -22.653787    -22.653784
   0.08084    -22.653792    -22.653784
   0.06467    -22.653792    -22.653780
   0.04851    -22.653789    -22.653779
   0.03234    -22.653787    -22.653780
   0.01617    -22.653780    -22.653778
   0.00000    -22.653773    -22.653773
 
# Band-Index   11
   0.00000    -22.646075    -22.646075
   0.01617    -22.646078    -22.646078
   0.03234    -22.646084    -22.646084
   0.04851    -22.646087    -22.646087
   0.06467    -22.646091    -22.646091
   0.08084    -22.646094    -22.646094
   0.09701    -22.646092    -22.646092
   0.11318    -22.646089    -22.646089
   0.12935    -22.646090    -22.646090
   0.14552    -22.646090    -22.646089
   0.14552    -22.646090    -22.646089
   0.16168    -22.646089    -22.646088
   0.17785    -22.646087    -22.646086
   0.19402    -22.646094    -22.646092
   0.21019    -22.646090    -22.646089
   0.22636    -22.646088    -22.646088
   0.24253    -22.646082    -22.646082
   0.25869    -22.646079    -22.646079
   0.27486    -22.646078    -22.646078
   0.29103    -22.646079    -22.646079
   0.29103    -22.646079    -22.646079
   0.31390    -22.646079    -22.646078
   0.33676    -22.646083    -22.646083
   0.35963    -22.646088    -22.646089
   0.38249    -22.646085    -22.646086
   0.40536    -22.646085    -22.646086
   0.42822    -22.646082    -22.646084
   0.45109    -22.646086    -22.646087
   0.47396    -22.646082    -22.646082
   0.49682    -22.646075    -22.646075
   0.49682    -22.646075    -22.646075
   0.51969    -22.646082    -22.646082
   0.54255    -22.646087    -22.646086
   0.56542    -22.646084    -22.646082
   0.58828    -22.646086    -22.646085
   0.61115    -22.646086    -22.646085
   0.63401    -22.646089    -22.646088
   0.65688    -22.646083    -22.646083
   0.67975    -22.646078    -22.646079
   0.70261    -22.646079    -22.646079
   0.70261    -22.646079    -22.646079
   0.71878    -22.646078    -22.646078
   0.73495    -22.646079    -22.646079
   0.75112    -22.646082    -22.646082
   0.76729    -22.646088    -22.646088
   0.78345    -22.646089    -22.646090
   0.79962    -22.646092    -22.646094
   0.81579    -22.646086    -22.646087
   0.83196    -22.646088    -22.646089
   0.84813    -22.646089    -22.646090
   0.84813    -22.646089    -22.646090
   0.86430    -22.646090    -22.646090
   0.88046    -22.646089    -22.646089
   0.89663    -22.646092    -22.646092
   0.91280    -22.646094    -22.646094
   0.92897    -22.646091    -22.646091
   0.94514    -22.646087    -22.646087
   0.96131    -22.646084    -22.646084
   0.97747    -22.646078    -22.646078
   0.99364    -22.646075    -22.646075
 
# Band-Index   12
   0.99364    -22.640483    -22.640483
   0.97747    -22.640490    -22.640488
   0.96131    -22.640497    -22.640490
   0.94514    -22.640499    -22.640489
   0.92897    -22.640502    -22.640490
   0.91280    -22.640501    -22.640494
   0.89663    -22.640497    -22.640494
   0.88046    -22.640493    -22.640489
   0.86430    -22.640495    -22.640489
   0.84813    -22.640494    -22.640488
   0.84813    -22.640494    -22.640488
   0.83196    -22.640494    -22.640490
   0.81579    -22.640494    -22.640487
   0.79962    -22.640496    -22.640489
   0.78345    -22.640495    -22.640489
   0.76729    -22.640492    -22.640489
   0.75112    -22.640484    -22.640486
   0.73495    -22.640484    -22.640486
   0.71878    -22.640483    -22.640483
   0.70261    -22.640484    -22.640484
   0.70261    -22.640484    -22.640484
   0.67975    -22.640486    -22.640485
   0.65688    -22.640487    -22.640486
   0.63401    -22.640495    -22.640494
   0.61115    -22.640495    -22.640495
   0.58828    -22.640499    -22.640494
   0.56542    -22.640491    -22.640492
   0.54255    -22.640493    -22.640494
   0.51969    -22.640490    -22.640489
   0.49682    -22.640483    -22.640483
   0.49682    -22.640483    -22.640483
   0.47396    -22.640489    -22.640490
   0.45109    -22.640494    -22.640493
   0.42822    -22.640492    -22.640491
   0.40536    -22.640494    -22.640499
   0.38249    -22.640495    -22.640495
   0.35963    -22.640494    -22.640495
   0.33676    -22.640486    -22.640487
   0.31390    -22.640485    -22.640486
   0.29103    -22.640484    -22.640484
   0.29103    -22.640484    -22.640484
   0.27486    -22.640483    -22.640483
   0.25869    -22.640486    -22.640484
   0.24253    -22.640486    -22.640484
   0.22636    -22.640489    -22.640492
   0.21019    -22.640489    -22.640495
   0.19402    -22.640489    -22.640496
   0.17785    -22.640487    -22.640494
   0.16168    -22.640490    -22.640494
   0.14552    -22.640488    -22.640494
   0.14552    -22.640488    -22.640494
